user_followersCount,user_account_age_days,launch_month,user_followingCount,user_madePosts_totalCount,user_submittedPosts_totalCount,topics_totalCount,launch_hour,name_len,name_words,description_len,launch_weekday,description_words,successful_launch
0,289,4,3,3,2,3,7,9,1,357,0,53,0
0,1,1,0,1,1,2,8,10,1,411,3,61,0
2,0,10,2,5,5,3,7,21,3,96,2,17,0
0,2,6,0,2,2,3,7,11,1,332,0,53,0
0,245,11,0,3,3,4,8,12,1,81,3,12,0
0,0,1,0,2,2,3,8,11,1,412,5,70,0
0,0,12,0,1,1,1,8,12,1,347,2,61,0
0,0,4,0,1,1,3,7,13,2,140,3,23,0
0,0,3,0,1,1,3,7,40,3,187,1,22,0
0,7,4,0,1,1,3,7,7,1,223,3,31,0
1,2,2,6,0,1,3,8,9,1,429,4,65,0
0,3,5,4,1,1,3,7,11,2,446,2,68,0
0,0,3,0,1,1,3,7,11,1,223,4,27,0
0,17,4,0,1,1,3,7,8,1,315,6,46,0
11919,2205,5,145,0,246,2,7,33,5,395,3,55,0
1,112,9,0,2,2,3,7,38,5,206,3,28,0
3,786,10,2,4,4,3,7,11,1,215,2,34,1
0,46,1,2,1,1,3,8,16,1,350,3,43,0
1,16,11,0,1,49,2,8,7,1,256,6,35,0
0,0,10,3,1,1,1,7,6,1,81,0,10,1
0,125,10,0,3,3,3,7,6,1,135,0,18,1
6,783,3,8,10,10,3,8,23,5,221,0,35,0
0,0,3,0,1,1,4,8,10,2,300,6,46,0
8,1801,10,2,2,1,3,7,11,2,137,4,19,1
14,1409,8,6,4,4,4,7,8,1,224,6,33,1
1,1,3,0,1,1,3,7,11,1,342,6,45,0
0,0,6,4,1,1,3,7,20,4,374,0,64,0
2,699,10,22,3,3,3,7,14,2,249,1,40,1
1,26,2,2,2,2,3,8,7,1,322,5,46,0
1,4,1,6,1,1,3,8,5,1,329,1,54,0
0,0,1,5,1,1,3,8,6,1,132,0,19,0
0,0,4,0,1,1,2,7,17,2,70,0,12,0
2,0,5,0,1,1,1,7,9,1,352,6,55,1
4,1309,10,2,1,1,3,7,36,7,127,0,25,1
0,14,1,0,1,2,3,8,13,2,460,1,60,0
0,0,5,0,1,1,3,7,10,2,489,0,83,0
15,1360,2,2,0,1,1,8,14,1,374,4,53,0
0,5,5,2,1,1,3,7,10,1,346,1,48,0
6,368,10,4,3,4,3,7,9,1,209,1,32,0
0,187,2,5,3,3,3,8,11,1,78,1,4,0
2,5,11,1,178,179,3,8,32,4,153,2,26,0
8,29,8,9,4,3,3,7,18,2,256,1,37,1
0,9,3,1,1,2,1,7,10,1,370,0,52,0
0,488,4,0,2,2,3,7,32,4,361,3,45,0
0,2,3,5,1,1,3,8,14,1,131,1,19,0
2,1533,2,1,1,1,3,8,10,1,379,3,62,0
0,1,6,0,1,1,3,7,10,1,110,0,15,0
2,404,3,0,2,2,1,7,8,1,450,5,77,0
0,2,4,0,11,11,2,7,10,1,477,0,71,0
0,927,3,0,1,1,2,7,11,1,203,2,34,0
0,0,2,0,1,1,3,8,7,1,258,5,42,0
0,0,4,0,1,1,2,7,35,6,407,3,59,0
0,1,3,0,1,1,3,7,30,5,448,3,72,0
0,0,10,8,3,3,3,7,10,1,188,5,30,0
0,102,5,0,1,1,3,7,13,1,463,3,72,0
0,0,3,0,1,1,2,8,16,3,155,6,26,0
0,482,5,0,3,2,3,7,10,2,178,4,24,0
18,348,9,1,0,1,3,7,11,2,176,1,26,1
2,114,12,7,5,5,2,8,14,2,212,5,35,0
0,1,5,0,1,1,3,7,28,5,254,1,41,0
55,964,3,5,6,4,2,7,9,1,465,5,65,0
1,0,5,0,1,1,3,7,8,1,488,1,74,0
0,1,12,5,3,5,3,8,32,4,476,4,67,0
0,0,4,0,1,1,3,7,38,7,495,1,85,0
0,0,1,0,1,1,3,8,18,3,429,3,79,0
0,0,5,0,1,1,3,7,9,1,151,3,22,0
1,17,1,0,1,1,2,8,8,1,265,6,43,0
0,2,5,0,1,1,3,7,8,1,180,4,27,0
1,1,1,0,1,1,4,8,33,6,448,4,66,0
809,1603,3,1250,7,8,3,8,7,2,401,3,65,1
1,458,11,0,1,1,3,8,8,1,317,5,52,1
17,965,5,4,9,9,3,7,11,2,343,2,60,0
43,27,11,0,3,4,3,8,5,1,497,4,79,0
0,0,12,0,1,1,3,8,8,1,416,0,64,0
0,217,5,0,1,1,3,7,17,4,110,2,15,0
0,1,1,0,1,1,3,8,9,1,151,2,22,0
5,19,10,1,0,3,3,7,40,6,249,6,38,1
0,0,2,0,1,1,3,8,15,2,91,4,10,0
0,207,9,0,2,2,3,7,38,5,257,1,39,0
0,0,10,0,1,1,3,7,37,4,260,3,33,0
4,41,8,0,5,3,3,7,17,4,117,2,24,1
3,0,5,0,1,1,3,7,16,3,287,3,39,1
0,0,5,0,1,1,1,7,4,1,172,1,29,0
0,15,3,0,1,1,3,7,19,3,416,1,63,0
0,6,2,0,1,1,3,8,20,1,394,6,64,0
2,603,5,0,5,5,5,7,38,5,135,3,20,0
0,676,12,0,1,1,3,8,13,1,100,0,13,0
6872,239,8,133,1,573,3,7,8,2,207,4,35,1
1,1,8,6,1,1,3,7,10,1,227,2,33,0
0,0,3,0,1,1,3,8,36,6,489,0,75,0
1,0,9,0,1,1,3,7,7,2,116,6,12,1
9,383,4,0,19,19,3,7,12,2,186,4,21,0
0,2,12,2,1,1,3,8,11,1,478,6,82,0
2,744,1,0,3,3,3,8,20,3,437,0,61,0
0,990,12,1,1,1,3,8,25,4,259,5,42,0
0,107,1,0,0,1,3,8,9,1,426,2,61,0
0,10,8,0,2,2,3,7,35,6,231,5,34,0
0,0,12,0,5,5,1,8,8,1,169,1,27,0
0,77,3,1,3,3,3,7,22,3,353,1,54,0
1,1103,12,1,1,1,3,8,7,1,479,1,85,1
0,0,4,0,1,1,3,7,8,1,256,0,38,0
0,0,4,0,2,2,4,7,8,1,441,0,67,0
68805,4327,5,32,8,354,1,7,24,4,223,2,38,1
1,0,11,30,2,2,3,8,12,1,365,2,52,1
0,0,5,0,1,1,1,7,26,1,241,4,46,0
14,640,3,0,13,14,1,7,20,3,154,0,22,0
0,741,4,0,11,12,3,7,13,1,180,2,26,0
0,0,4,5,0,1,3,7,8,2,452,4,72,0
0,0,5,0,1,1,4,7,13,2,278,2,48,0
142,3818,9,0,16,16,2,7,27,5,162,3,25,1
0,0,4,0,1,1,3,7,6,1,443,6,70,0
0,0,10,0,1,1,3,7,25,4,177,4,28,0
0,388,4,0,0,1,3,7,16,2,423,0,75,0
2,696,4,2,3,3,3,7,27,4,143,2,22,0
0,0,3,3,2,2,3,8,7,1,153,4,23,0
1,1,9,0,1,1,4,7,8,1,103,3,18,0
0,0,4,0,1,1,3,7,10,1,469,5,72,0
0,6,5,5,1,1,3,7,4,1,236,3,39,0
0,0,1,0,1,1,3,8,8,1,393,2,64,0
0,0,4,5,1,1,3,7,10,1,221,2,31,0
312,4321,3,1,6,7,3,7,5,1,495,3,75,1
0,11,11,4,3,3,2,7,13,2,385,5,58,0
0,6,3,0,1,1,3,7,7,1,112,4,18,0
0,181,3,0,0,1,1,8,14,2,136,2,20,0
1,197,2,5,2,2,2,8,8,1,474,4,73,0
0,2490,2,0,1,1,2,8,10,1,434,2,62,0
3,379,3,0,1,1,3,7,4,1,314,3,43,0
0,0,12,0,1,1,3,8,12,1,225,2,34,0
55,2458,12,31,10,14,3,8,33,5,363,4,51,0
0,0,4,0,1,1,3,7,10,1,149,3,24,0
0,0,3,0,1,1,3,7,3,1,466,3,83,0
0,300,4,1,1,1,2,7,9,2,500,0,76,0
0,292,2,0,3,3,2,8,9,1,175,4,23,0
3,126,11,1,6,6,4,8,8,1,231,0,33,0
0,15,4,5,1,1,3,7,8,2,163,1,24,0
0,1,3,0,1,1,3,7,11,1,366,1,65,0
0,23,1,1,21,27,3,8,8,1,479,0,78,0
3,2274,10,1,7,7,1,7,8,1,102,1,18,1
1,0,3,0,8,8,3,7,22,4,386,1,58,0
0,1,1,1,4,4,2,8,11,2,193,1,34,0
3,3,3,0,1,1,3,7,15,2,448,1,76,1
3,4,10,1,1,1,2,7,10,2,83,2,13,1
312,1147,10,285,7,5,2,7,35,5,177,1,21,1
0,4,3,5,1,1,3,7,11,1,461,1,61,0
3,215,4,5,6,6,1,7,6,1,222,0,36,0
0,0,5,0,1,1,1,7,9,2,452,4,59,0
2,18,1,2,2,2,3,8,9,2,269,2,38,0
0,630,5,0,1,1,3,7,5,1,494,2,79,1
0,0,12,0,1,1,3,8,8,1,236,6,35,0
2,81,10,5,1,1,3,7,13,1,215,5,30,1
0,15,3,3,1,1,3,7,26,4,410,3,72,0
1,0,12,0,0,5,3,8,9,1,264,4,42,0
0,2,1,5,1,1,3,8,20,3,379,1,59,0
0,8,11,1,1,1,1,7,5,1,179,5,26,0
0,0,3,5,1,1,3,7,7,1,185,0,28,0
0,1235,5,0,3,3,1,7,6,1,451,0,67,0
1,0,11,0,1,1,3,8,40,5,317,6,41,0
1,7,9,0,4,4,3,7,6,1,200,1,28,0
0,13,4,0,2,2,3,7,35,5,177,3,27,0
2,2925,11,0,1,1,2,8,14,2,376,3,65,0
0,0,2,0,1,1,2,8,38,5,354,2,55,0
2,15,1,0,1,1,3,8,8,1,481,1,72,0
0,1838,2,0,1,1,2,8,16,3,134,2,20,0
0,0,4,0,1,1,3,7,36,7,370,1,63,0
0,0,3,3,0,2,3,7,8,1,162,2,23,0
0,8,12,5,1,1,3,8,13,2,330,1,54,0
0,0,5,0,1,1,1,7,30,5,296,0,48,0
0,3,11,5,1,1,3,8,14,3,369,1,57,0
1,72,2,0,2,2,3,8,11,1,357,3,51,1
0,0,9,0,3,3,3,7,13,1,217,4,33,0
1,3,8,4,1,1,2,7,8,1,227,2,30,1
4,41,9,0,1,1,3,7,13,1,135,2,19,1
0,0,3,0,0,1,2,7,5,1,291,0,37,0
0,2,2,0,1,1,3,8,7,1,353,4,57,0
1,71,4,16,1,1,2,7,13,2,322,3,40,0
0,76,8,1,1,1,3,7,7,1,246,2,36,0
0,81,5,4,2,2,3,7,22,4,481,1,72,0
0,585,5,70,2,2,3,7,35,5,101,1,16,0
1,9,10,0,4,4,3,7,10,1,225,3,34,0
1,228,2,1,3,3,4,8,9,2,498,0,79,0
0,0,5,3,1,1,2,7,7,1,497,6,77,0
0,1,1,0,1,1,3,8,15,2,396,5,60,0
7,2682,3,6,2,2,3,7,13,2,386,0,57,0
0,0,1,5,1,1,3,8,38,5,469,1,71,0
0,54,9,1,1,1,3,7,40,5,221,4,33,1
0,1,5,0,1,1,2,7,4,1,387,1,67,0
75,967,9,27,21,21,3,7,26,4,256,4,41,0
0,1,1,3,1,1,3,8,9,1,494,0,69,0
0,0,4,0,1,1,3,7,11,1,276,6,44,0
10,51,12,0,1,1,3,8,9,1,386,0,59,1
0,1,12,1,1,1,3,8,10,1,453,3,71,0
0,0,9,0,1,1,4,7,8,1,106,2,18,0
8,23,8,5,1,1,3,7,12,1,152,2,22,1
2,10,4,1,1,1,3,7,6,1,497,6,83,0
0,14,4,0,1,1,3,7,11,1,194,2,30,0
0,0,10,0,1,1,4,7,18,3,144,3,21,1
1,788,10,1,2,2,3,7,10,2,248,2,39,1
8,87,10,1,5,5,3,7,29,4,222,6,34,0
0,50,2,0,1,1,1,8,37,6,244,2,32,0
0,0,4,0,1,1,3,7,12,2,196,3,25,0
0,8,8,6,2,2,3,7,10,1,254,6,39,1
9,602,11,40,1,59,3,8,18,2,376,3,50,0
2,1,8,0,2,2,1,7,6,1,144,1,23,0
0,0,5,0,1,1,3,7,12,1,206,6,32,0
0,0,12,0,0,1,1,8,8,1,153,1,23,0
0,0,5,2,1,1,3,7,7,1,372,3,53,0
0,0,5,0,1,1,3,7,7,1,181,6,33,0
2,0,8,0,2,2,3,7,6,1,252,0,41,1
0,0,4,5,1,1,3,7,13,1,205,3,33,0
0,1,8,1,2,2,4,7,8,1,246,5,36,0
0,150,1,5,2,2,2,8,30,3,465,0,60,0
1,520,3,0,1,1,4,8,7,1,490,5,70,1
0,10,4,0,1,1,3,7,7,1,452,5,75,0
0,0,3,0,1,1,3,7,12,3,481,5,83,0
0,1,3,0,1,1,3,7,12,3,477,1,80,0
4,0,4,0,2,2,3,7,17,1,499,1,89,0
0,0,11,0,1,1,1,8,16,2,448,5,68,1
0,7,2,0,1,1,2,8,10,2,427,4,77,0
2,0,4,3,1,1,3,7,5,1,121,2,19,0
0,13,5,0,1,1,3,7,24,4,269,5,43,0
0,0,5,0,1,1,3,7,7,1,454,3,84,0
0,12,1,0,1,1,3,8,36,6,465,4,76,0
0,0,5,0,1,1,2,7,26,3,388,2,60,0
0,0,3,1,1,1,2,7,16,2,88,0,15,0
0,2007,10,0,1,1,3,7,9,1,237,0,36,1
0,0,3,0,1,1,2,7,12,1,461,2,72,0
1,1,9,0,1,1,2,7,14,1,205,6,29,0
0,3,8,5,13,13,1,7,21,4,256,6,41,1
0,4,2,0,1,1,3,8,6,2,31,3,5,0
1,294,1,0,1,3,3,8,6,1,144,1,23,0
4,596,12,5,7,7,3,8,8,1,253,0,32,0
0,0,9,0,1,1,2,7,11,1,131,1,18,0
0,0,2,2,0,2,3,8,26,4,475,6,83,0
0,185,4,0,1,1,3,7,6,1,164,5,21,0
2,0,8,0,1,1,3,7,9,1,225,1,33,1
0,1,1,5,3,3,3,8,6,1,188,3,30,0
0,119,1,0,3,3,3,8,38,7,239,6,37,0
0,0,3,0,1,1,3,8,12,1,469,4,73,0
0,1,4,0,1,1,3,7,9,1,471,4,60,0
0,62,10,0,2,2,3,7,4,1,256,0,44,1
0,0,1,2,1,1,3,8,8,1,185,2,29,0
1,2245,8,0,1,1,3,7,22,4,163,0,26,1
0,2,1,1,1,1,1,8,6,1,339,3,54,0
2,40,10,0,3,2,3,7,16,3,216,1,32,1
1,27,1,0,1,1,3,8,8,1,115,3,19,1
10,176,2,0,2,2,3,8,8,1,492,6,70,0
133,110,10,0,2,2,2,7,7,1,66,0,12,1
0,501,12,0,1,1,3,8,20,4,170,1,25,0
3,77,1,0,5,5,3,8,10,1,485,2,76,1
97,1442,10,165,3,3,3,7,17,3,250,0,42,1
3,2092,2,0,2,2,2,8,9,1,225,0,35,0
0,0,5,0,1,1,3,7,36,5,217,6,32,0
0,0,1,0,1,1,3,8,26,6,95,2,17,0
1,31,11,0,4,4,3,8,29,6,395,4,59,0
0,0,11,0,1,1,2,8,11,1,147,2,24,0
3,563,3,14,4,4,3,8,8,1,129,3,20,0
0,89,1,4,2,2,4,8,18,3,131,4,24,0
0,5,4,0,1,1,1,7,7,1,455,1,68,0
0,8,5,0,1,1,3,7,29,6,266,0,42,0
2,0,2,5,1,1,3,8,11,2,45,0,6,0
1,2,5,0,1,1,3,7,9,2,461,2,75,0
1,0,3,2,1,1,3,8,38,7,487,4,84,0
3,70,2,2,4,4,3,8,6,1,146,5,24,0
0,0,1,0,0,1,3,8,10,2,45,3,7,0
0,0,4,18,1,1,3,7,24,4,312,5,46,0
0,496,1,0,1,1,1,8,8,1,357,2,49,0
54,3637,1,0,3,3,3,8,4,1,315,0,43,1
15,1,10,5,1,1,3,7,10,1,231,2,40,1
0,105,5,1,1,1,1,7,10,2,170,1,27,0
0,71,3,3,2,2,1,7,13,2,485,6,63,0
0,0,8,3,1,1,3,7,10,1,206,4,33,0
1,47,3,1,1,1,1,7,9,2,382,1,61,0
0,47,3,1,1,1,4,7,8,1,417,6,62,0
0,0,4,4,1,1,3,7,9,1,138,2,20,0
0,6,3,0,1,1,2,7,11,2,158,5,25,0
80,4133,3,0,1,1,4,8,9,1,183,0,27,0
323,891,10,56,32,30,3,7,18,2,207,2,34,1
1,994,5,0,1,1,3,7,6,1,155,5,24,1
31,46,2,1,2,3,3,8,9,2,493,0,77,0
51,1858,8,1,11,10,3,7,7,1,229,0,28,1
0,1,3,1,1,1,3,8,10,1,462,2,60,0
0,0,8,1,9,9,4,7,7,1,170,2,23,0
0,2,3,0,1,1,3,7,5,1,171,3,23,0
0,1,6,0,1,1,1,7,9,1,257,1,35,0
169,1461,3,52,2,2,3,7,10,1,402,0,63,1
0,0,4,1,1,1,3,7,26,4,156,1,22,0
0,0,4,5,1,1,3,7,10,2,400,1,55,0
0,595,5,0,0,1,1,7,8,1,275,6,38,0
17,496,3,0,1,1,3,7,8,1,193,0,26,1
0,0,4,0,1,1,3,7,14,3,189,4,23,0
28,289,11,10,2,2,4,8,5,1,195,0,27,1
21,2088,3,0,4,4,3,8,9,1,112,0,18,0
0,0,9,2,1,1,2,7,10,1,158,3,21,1
5,703,2,1,5,5,3,8,14,2,130,0,21,0
0,0,1,0,1,1,1,8,33,4,174,1,22,0
0,3,9,0,9,9,3,7,21,2,243,3,32,0
0,34,5,0,1,1,3,7,10,1,163,0,20,0
0,31,11,0,1,2,3,8,10,2,425,1,58,0
3,191,5,1,2,2,4,7,36,5,462,6,61,0
242,1112,2,26,1,1,3,8,12,2,488,1,78,0
0,36,9,0,2,2,3,7,3,1,256,2,38,0
0,2,4,1,2,2,3,7,14,2,153,3,23,0
101,1606,1,11,6,3,3,8,11,2,143,0,19,1
2,411,10,0,2,2,4,7,11,2,112,6,18,1
0,0,5,1,1,1,3,7,4,1,417,2,69,0
0,1372,9,0,1,1,3,7,4,1,229,2,32,0
4,0,2,0,1,1,3,8,13,2,267,4,44,1
0,20,3,0,1,1,3,7,8,1,149,4,28,0
25888,4392,12,119,17,3718,3,8,6,1,195,0,29,1
0,6,4,0,1,1,1,7,6,1,197,2,30,0
0,0,11,0,1,1,3,8,10,2,439,4,69,0
5,2644,3,3,1,1,3,7,22,3,382,1,58,1
0,0,1,5,1,1,3,8,6,1,446,3,72,0
0,3,4,2,1,1,3,7,19,3,475,6,85,0
0,3,12,0,0,1,1,8,3,1,78,0,13,0
0,0,9,0,1,1,1,7,5,1,44,6,7,0
4,3,12,5,1,1,3,8,8,1,387,1,54,0
0,0,3,0,1,1,3,8,17,3,418,2,71,0
0,0,11,2,1,1,1,8,13,2,132,6,22,0
13,145,4,10,1,1,2,7,9,1,354,1,58,0
9,1211,10,0,51,53,3,7,27,4,218,5,38,0
54,466,12,0,160,160,3,8,28,5,361,6,58,0
0,2,3,5,1,1,3,7,25,3,388,2,60,0
0,0,3,0,1,1,3,8,25,4,439,6,76,0
0,0,1,0,1,1,3,8,11,1,156,6,20,0
25891,4354,11,119,17,3718,3,8,5,1,303,4,48,1
0,6,10,2,1,1,3,7,4,1,259,1,39,1
0,1,3,0,1,1,3,7,7,1,484,5,73,0
0,0,5,0,1,1,3,7,12,3,85,4,12,0
1,11,1,0,6,7,1,8,7,1,74,0,11,0
3,4,4,5,1,1,2,7,12,3,361,0,63,1
1,8,2,6,1,1,3,8,40,5,318,6,44,0
1,1,3,0,1,1,3,7,27,5,332,2,42,0
15,2790,11,11,1,2,1,7,13,2,321,6,54,1
0,2,2,0,1,1,3,8,16,1,447,1,67,0
0,293,2,0,2,2,4,8,25,4,407,5,68,0
1,0,2,0,1,1,3,8,13,1,230,5,35,0
0,7,5,5,1,1,3,7,6,1,407,1,63,0
0,1,10,0,1,2,3,7,14,2,216,6,27,0
11936,2015,10,146,0,246,2,7,10,2,141,2,18,0
0,0,4,0,1,1,3,7,7,1,206,0,34,0
0,0,2,5,1,1,1,8,7,1,484,3,77,0
0,1743,5,0,1,1,3,7,9,1,124,4,18,0
15,139,11,4,1,2,3,8,8,1,189,2,25,0
9,201,9,1,1,1,3,7,39,7,257,1,41,1
4,28,10,0,0,1,3,7,12,2,247,6,34,1
15,485,10,5,1,1,2,7,8,1,253,3,37,1
1,415,5,5,3,1,3,7,10,1,254,3,36,1
1852,3946,9,16,3,2,3,7,24,4,260,0,39,1
20,3540,5,0,3,3,3,7,12,3,385,1,68,0
0,0,3,0,1,1,3,7,10,2,170,2,21,0
0,1,4,0,1,1,2,7,6,1,481,2,79,0
1,132,3,1,1,1,2,7,8,1,347,0,54,0
6,0,10,0,1,1,1,7,16,2,215,0,32,1
0,1,12,1,2,2,3,8,40,4,405,3,56,0
50,1893,2,1,5,5,2,8,13,2,247,3,43,0
28,4081,1,0,3,2,3,8,4,1,490,1,81,1
0,0,2,0,1,1,3,8,32,7,441,1,68,0
1,366,12,0,3,2,3,8,18,3,218,2,33,0
0,67,1,0,4,4,3,8,7,1,500,1,74,0
0,5,4,0,3,3,4,7,23,3,331,4,49,0
2,149,4,1,172,173,3,7,31,6,148,6,25,0
4,7,5,3,2,2,3,7,8,1,366,3,57,0
5,281,5,0,3,3,3,7,9,2,383,0,55,0
0,0,5,0,1,1,3,7,6,1,487,4,79,0
0,1,10,1,2,2,3,7,17,2,226,2,42,1
0,132,3,0,4,4,3,7,12,1,340,2,47,0
0,0,8,0,0,1,1,7,10,2,160,0,21,0
0,0,3,0,1,1,3,7,7,1,429,4,68,0
0,184,1,0,4,4,1,8,32,3,439,4,62,0
171,1432,3,111,6,6,3,7,9,1,449,3,76,1
0,0,3,0,1,1,3,7,6,1,228,3,37,0
0,0,4,42,1,1,3,7,16,2,451,2,64,0
0,0,1,5,1,1,3,8,14,2,468,2,77,0
18,181,2,14,2,1,3,8,12,2,369,3,61,1
1,0,10,3,1,1,3,7,3,1,240,5,36,1
0,36,3,0,1,1,3,7,16,1,327,3,48,0
0,49,1,2,0,1,3,8,14,3,476,2,75,0
2,29,12,4,2,2,3,8,9,2,465,6,58,0
0,13,4,0,2,2,3,7,18,3,416,0,65,0
7,63,1,0,2,3,3,8,12,1,485,5,57,0
2,6,4,53,2,2,2,7,12,2,155,3,22,0
0,339,4,0,0,1,1,7,18,1,115,1,17,0
0,277,2,0,26,28,1,8,38,5,154,4,22,0
0,0,5,0,1,1,3,7,7,1,383,1,59,0
42,201,3,3,4,4,4,7,11,2,191,4,30,1
0,1,11,5,1,1,3,8,40,6,433,3,52,0
0,2,3,5,1,1,3,8,10,1,203,0,26,0
0,2,2,1,1,1,2,8,10,1,254,0,44,0
0,129,5,5,1,1,1,7,7,2,128,0,21,0
0,84,1,3,1,1,1,8,31,4,477,2,72,0
64,2322,2,7,1,1,4,8,9,1,186,2,27,1
0,0,4,0,1,1,3,7,7,1,229,0,31,0
43,23,5,5,1,1,3,7,5,1,286,0,39,1
0,1,5,2,1,1,3,7,9,2,179,5,25,0
2,62,2,3,11,11,3,8,6,1,155,5,26,0
3,169,5,4,5,5,3,7,26,5,448,2,69,0
1,0,9,0,1,1,3,7,6,1,145,1,20,1
0,1146,4,0,1,1,3,7,10,1,228,3,32,0
6,575,8,0,2,2,4,7,38,5,234,2,38,0
0,0,5,0,1,1,3,7,9,1,420,1,61,0
0,0,4,0,2,2,4,7,19,3,448,1,68,0
0,0,1,0,1,1,3,8,6,1,149,4,22,0
40,295,2,56,3,3,2,8,17,1,480,6,92,0
3,221,3,5,2,2,4,8,4,1,465,0,73,0
0,0,2,0,1,1,3,8,16,3,430,3,67,0
0,1,5,0,1,1,3,7,6,1,404,1,69,0
23,270,2,18,3,2,3,8,7,1,117,0,16,1
8,40,11,34,2,2,3,8,9,1,142,0,25,0
0,0,3,0,1,1,3,7,10,1,494,0,72,0
2,0,1,0,1,1,4,8,38,6,438,6,70,1
10,584,12,0,5,5,3,8,8,1,148,0,15,0
0,0,3,0,2,2,3,7,19,3,142,6,19,0
0,0,3,0,1,1,5,7,32,5,457,0,75,0
0,4,1,0,1,1,3,8,7,1,480,1,75,0
3,13,6,0,1,1,3,7,7,1,367,1,57,0
20,378,4,43,8,8,3,7,7,1,413,3,64,1
3,336,4,1,23,28,3,7,17,2,294,1,45,0
0,0,5,0,1,1,3,7,8,1,174,5,27,0
25910,4274,8,119,17,3718,3,7,16,2,221,1,36,1
0,373,12,0,1,1,1,8,6,1,168,4,24,0
0,0,1,0,1,1,2,8,10,1,118,4,18,0
0,0,3,0,1,1,2,8,22,3,429,1,63,0
4,0,3,1,2,2,2,7,7,1,332,5,57,0
0,33,3,1,2,2,3,7,8,1,480,4,78,0
0,1,2,3,1,1,3,8,13,2,363,0,53,0
115109,4278,12,4,2,411,3,8,4,1,214,4,36,1
83,729,11,182,0,26,4,8,15,2,227,5,35,0
2,332,12,1,1,1,3,8,10,1,132,1,23,0
0,17,4,0,2,3,3,7,16,1,158,3,23,0
6,12,4,5,1,1,4,7,20,2,207,4,27,1
0,3,2,0,1,1,3,8,33,5,304,1,52,0
82,1434,8,0,10,2,3,7,16,2,228,1,31,1
0,0,4,0,1,1,3,7,20,4,268,1,36,0
0,1,3,0,2,2,2,8,38,6,177,4,28,0
1,6,8,7,6,6,3,7,6,1,199,2,34,1
3,547,11,0,35,40,3,8,7,1,218,6,41,0
0,124,5,0,1,1,2,7,27,4,155,2,27,0
0,1,3,6,5,5,3,8,26,4,446,4,65,0
0,0,12,0,1,1,2,8,9,1,323,5,53,0
0,5,5,0,1,1,2,7,10,1,236,1,36,0
0,0,3,0,1,1,2,7,12,1,186,1,30,0
0,0,12,0,1,1,3,8,9,2,222,6,40,0
0,0,11,1,2,2,3,8,12,3,62,3,11,0
0,0,3,0,1,1,3,7,6,1,379,1,58,0
0,15,11,3,0,1,3,8,19,3,420,1,59,0
1,42,9,1,3,3,3,7,20,3,233,3,36,1
0,0,5,0,1,1,1,7,23,1,136,1,17,0
0,61,4,5,1,1,3,7,11,2,162,3,22,0
17,476,12,3,6,6,3,8,13,2,168,4,21,0
0,0,10,0,1,1,3,7,14,1,211,2,33,1
0,9,11,5,1,1,3,8,11,2,124,0,23,0
0,0,1,0,1,1,3,8,10,1,157,6,23,0
0,3,4,0,1,1,3,7,21,3,161,2,25,0
0,6,2,9,1,1,3,8,13,3,174,1,28,0
0,62,4,2,4,4,3,7,8,1,393,2,60,0
2,2,9,2,1,1,3,7,11,3,156,0,24,1
0,0,4,0,1,1,3,7,38,7,453,4,77,0
0,1601,2,0,1,1,3,8,14,3,236,2,39,0
1,2155,3,0,1,1,4,7,9,2,496,4,65,0
0,0,4,3,2,2,3,7,10,1,202,0,28,0
0,0,4,0,1,1,2,7,10,1,26,3,4,0
0,1,5,5,1,1,3,7,10,2,448,6,68,0
0,0,11,0,0,1,1,8,12,2,337,4,49,0
0,0,4,0,1,1,3,7,12,1,396,1,58,0
1,1,9,0,1,1,3,7,7,1,170,0,24,0
1,0,9,0,1,1,4,7,9,1,104,5,15,0
0,0,3,0,1,1,3,7,39,7,397,4,61,0
0,97,4,0,1,1,3,7,39,6,326,5,50,0
0,0,9,0,1,1,3,7,14,1,203,1,29,0
0,0,11,0,0,1,2,8,11,2,451,1,75,0
1,215,9,0,2,2,3,7,9,1,244,2,40,0
0,1,2,0,1,1,3,8,27,4,251,5,45,0
0,0,4,0,1,1,2,7,9,2,203,6,33,0
0,14,2,0,4,4,2,8,15,2,430,3,47,0
0,0,2,0,1,1,3,8,9,1,134,3,19,0
0,10,4,0,1,1,3,7,20,4,335,6,54,0
0,4,12,3,1,1,3,8,8,1,496,2,74,0
1512,4072,10,33,21,58,2,7,40,5,105,1,19,1
0,0,10,0,1,1,4,7,4,1,162,1,29,1
36,2416,3,3,15,14,3,8,18,3,402,3,69,0
0,0,5,0,1,1,3,7,25,4,482,1,70,0
0,0,3,0,1,1,3,7,11,1,347,1,54,0
1,325,4,0,14,14,1,7,17,2,149,5,23,0
155,1466,5,14,1,1,2,7,6,1,361,4,54,1
0,37,2,0,0,1,3,8,13,2,365,3,58,0
1,0,3,0,1,1,3,7,21,3,74,0,12,1
0,0,2,0,1,1,3,8,6,1,107,4,17,0
0,8,4,1,1,1,3,7,38,7,462,3,72,0
0,2618,4,0,1,1,3,7,10,1,476,3,72,0
0,0,4,0,1,1,3,7,13,1,139,0,20,0
2,1627,10,2,1,1,3,7,8,1,153,5,26,1
0,0,5,5,1,1,3,7,4,1,61,6,1,0
0,3,5,0,1,1,3,7,17,3,429,6,73,0
